timestep_sec,station_id,station_edge,charging_capacity,waiting_capacity,vehicles_charging,vehicles_waiting,charging_vehicle_ids,waiting_vehicle_ids,charging_times_sec,waiting_times_sec,total_power_load_kW,charging_utilization_percent,waiting_utilization_percent,available_charging_slots,available_waiting_slots
429.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"52.0,269.0,342.0,123.0,197.0",NONE,125.0,100.0,0.0,0,3
429.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,16.0,NONE,25.0,20.0,0.0,4,3
429.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
429.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","72.0,107.0,152.0,92.0","24.0,14.0",80.0,100.0,100.0,0,0
429.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,93.0,NONE,25.0,20.0,0.0,4,3
429.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","287.0,232.0,281.0,230.0,272.0","226.0,197.0,178.0",125.0,100.0,100.0,0,0
430.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","332.0,339.0,335.0,287.0","279.0,258.0,235.0",80.0,100.0,100.0,0,0
430.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
430.0,pa_3,E1,4,3,4,1,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4",eRickshaw_reverse4.0,"74.0,80.0,57.0,30.0",1.0,80.0,100.0,33.3,0,2
430.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","171.0,254.0,150.0,125.0","104.0,93.0,43.0",80.0,100.0,100.0,0,0
430.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"53.0,270.0,343.0,124.0,198.0",NONE,125.0,100.0,0.0,0,3
430.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,17.0,NONE,25.0,20.0,0.0,4,3
430.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
430.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","73.0,108.0,153.0,93.0","25.0,15.0",80.0,100.0,100.0,0,0
430.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,94.0,NONE,25.0,20.0,0.0,4,3
430.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","288.0,233.0,282.0,231.0,273.0","227.0,198.0,179.0",125.0,100.0,100.0,0,0
431.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","333.0,340.0,336.0,288.0","280.0,259.0,236.0",80.0,100.0,100.0,0,0
431.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
431.0,pa_3,E1,4,3,4,1,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4",eRickshaw_reverse4.0,"75.0,81.0,58.0,31.0",2.0,80.0,100.0,33.3,0,2
431.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","172.0,255.0,151.0,126.0","105.0,94.0,44.0",80.0,100.0,100.0,0,0
431.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"54.0,271.0,344.0,125.0,199.0",NONE,125.0,100.0,0.0,0,3
431.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,18.0,NONE,25.0,20.0,0.0,4,3
431.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
431.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","74.0,109.0,154.0,94.0","26.0,16.0",80.0,100.0,100.0,0,0
431.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,95.0,NONE,25.0,20.0,0.0,4,3
431.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","289.0,234.0,283.0,232.0,274.0","228.0,199.0,180.0",125.0,100.0,100.0,0,0
432.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","334.0,341.0,337.0,289.0","281.0,260.0,237.0",80.0,100.0,100.0,0,0
432.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
432.0,pa_3,E1,4,3,4,1,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4",eRickshaw_reverse4.0,"76.0,82.0,59.0,32.0",3.0,80.0,100.0,33.3,0,2
432.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","173.0,256.0,152.0,127.0","106.0,95.0,45.0",80.0,100.0,100.0,0,0
432.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"55.0,272.0,345.0,126.0,200.0",NONE,125.0,100.0,0.0,0,3
432.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,19.0,NONE,25.0,20.0,0.0,4,3
432.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
432.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","75.0,110.0,155.0,95.0","27.0,17.0",80.0,100.0,100.0,0,0
432.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,96.0,NONE,25.0,20.0,0.0,4,3
432.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","290.0,235.0,284.0,233.0,275.0","229.0,200.0,181.0",125.0,100.0,100.0,0,0
433.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","335.0,342.0,338.0,290.0","282.0,261.0,238.0",80.0,100.0,100.0,0,0
433.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
433.0,pa_3,E1,4,3,4,1,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4",eRickshaw_reverse4.0,"77.0,83.0,60.0,33.0",4.0,80.0,100.0,33.3,0,2
433.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","174.0,257.0,153.0,128.0","107.0,96.0,46.0",80.0,100.0,100.0,0,0
433.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"56.0,273.0,346.0,127.0,201.0",NONE,125.0,100.0,0.0,0,3
433.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,20.0,NONE,25.0,20.0,0.0,4,3
433.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
433.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","76.0,111.0,156.0,96.0","28.0,18.0",80.0,100.0,100.0,0,0
433.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,97.0,NONE,25.0,20.0,0.0,4,3
433.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","291.0,236.0,285.0,234.0,276.0","230.0,201.0,182.0",125.0,100.0,100.0,0,0
434.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","336.0,343.0,339.0,291.0","283.0,262.0,239.0",80.0,100.0,100.0,0,0
434.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
434.0,pa_3,E1,4,3,4,2,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4","78.0,84.0,61.0,34.0","5.0,0.0",80.0,100.0,66.7,0,1
434.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","175.0,258.0,154.0,129.0","108.0,97.0,47.0",80.0,100.0,100.0,0,0
434.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"57.0,274.0,347.0,128.0,202.0",NONE,125.0,100.0,0.0,0,3
434.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,21.0,NONE,25.0,20.0,0.0,4,3
434.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
434.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","77.0,112.0,157.0,97.0","29.0,19.0",80.0,100.0,100.0,0,0
434.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,98.0,NONE,25.0,20.0,0.0,4,3
434.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","292.0,237.0,286.0,235.0,277.0","231.0,202.0,183.0",125.0,100.0,100.0,0,0
435.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","337.0,344.0,340.0,292.0","284.0,263.0,240.0",80.0,100.0,100.0,0,0
435.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
435.0,pa_3,E1,4,3,4,2,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4","79.0,85.0,62.0,35.0","6.0,1.0",80.0,100.0,66.7,0,1
435.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","176.0,259.0,155.0,130.0","109.0,98.0,48.0",80.0,100.0,100.0,0,0
435.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"58.0,275.0,348.0,129.0,203.0",NONE,125.0,100.0,0.0,0,3
435.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,22.0,NONE,25.0,20.0,0.0,4,3
435.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
435.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","78.0,113.0,158.0,98.0","30.0,20.0",80.0,100.0,100.0,0,0
435.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,99.0,NONE,25.0,20.0,0.0,4,3
435.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","293.0,238.0,287.0,236.0,278.0","232.0,203.0,184.0",125.0,100.0,100.0,0,0
436.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","338.0,345.0,341.0,293.0","285.0,264.0,241.0",80.0,100.0,100.0,0,0
436.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
436.0,pa_3,E1,4,3,4,2,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4","80.0,86.0,63.0,36.0","7.0,2.0",80.0,100.0,66.7,0,1
436.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","177.0,260.0,156.0,131.0","110.0,99.0,49.0",80.0,100.0,100.0,0,0
436.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"59.0,276.0,349.0,130.0,204.0",NONE,125.0,100.0,0.0,0,3
436.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,23.0,NONE,25.0,20.0,0.0,4,3
436.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
436.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","79.0,114.0,159.0,99.0","31.0,21.0",80.0,100.0,100.0,0,0
436.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,100.0,NONE,25.0,20.0,0.0,4,3
436.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","294.0,239.0,288.0,237.0,279.0","233.0,204.0,185.0",125.0,100.0,100.0,0,0
437.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","339.0,346.0,342.0,294.0","286.0,265.0,242.0",80.0,100.0,100.0,0,0
437.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
437.0,pa_3,E1,4,3,4,3,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4,easyBike_forward4.3","81.0,87.0,64.0,37.0","8.0,3.0,0.0",80.0,100.0,100.0,0,0
437.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","178.0,261.0,157.0,132.0","111.0,100.0,50.0",80.0,100.0,100.0,0,0
437.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"60.0,277.0,350.0,131.0,205.0",NONE,125.0,100.0,0.0,0,3
437.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,24.0,NONE,25.0,20.0,0.0,4,3
437.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
437.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","80.0,115.0,160.0,100.0","32.0,22.0",80.0,100.0,100.0,0,0
437.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,101.0,NONE,25.0,20.0,0.0,4,3
437.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","295.0,240.0,289.0,238.0,280.0","234.0,205.0,186.0",125.0,100.0,100.0,0,0
438.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","340.0,347.0,343.0,295.0","287.0,266.0,243.0",80.0,100.0,100.0,0,0
438.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
438.0,pa_3,E1,4,3,4,3,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4,easyBike_forward4.3","82.0,88.0,65.0,38.0","9.0,4.0,1.0",80.0,100.0,100.0,0,0
438.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","179.0,262.0,158.0,133.0","112.0,101.0,51.0",80.0,100.0,100.0,0,0
438.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"61.0,278.0,351.0,132.0,206.0",NONE,125.0,100.0,0.0,0,3
438.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,25.0,NONE,25.0,20.0,0.0,4,3
438.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
438.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","81.0,116.0,161.0,101.0","33.0,23.0",80.0,100.0,100.0,0,0
438.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,102.0,NONE,25.0,20.0,0.0,4,3
438.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","296.0,241.0,290.0,239.0,281.0","235.0,206.0,187.0",125.0,100.0,100.0,0,0
439.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","341.0,348.0,344.0,296.0","288.0,267.0,244.0",80.0,100.0,100.0,0,0
439.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
439.0,pa_3,E1,4,3,4,3,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4,easyBike_forward4.3","83.0,89.0,66.0,39.0","10.0,5.0,2.0",80.0,100.0,100.0,0,0
439.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","180.0,263.0,159.0,134.0","113.0,102.0,52.0",80.0,100.0,100.0,0,0
439.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"62.0,279.0,352.0,133.0,207.0",NONE,125.0,100.0,0.0,0,3
439.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,26.0,NONE,25.0,20.0,0.0,4,3
439.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
439.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","82.0,117.0,162.0,102.0","34.0,24.0",80.0,100.0,100.0,0,0
439.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,103.0,NONE,25.0,20.0,0.0,4,3
439.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","297.0,242.0,291.0,240.0,282.0","236.0,207.0,188.0",125.0,100.0,100.0,0,0
440.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","342.0,349.0,345.0,297.0","289.0,268.0,245.0",80.0,100.0,100.0,0,0
440.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
440.0,pa_3,E1,4,3,4,3,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4,easyBike_forward4.3","84.0,90.0,67.0,40.0","11.0,6.0,3.0",80.0,100.0,100.0,0,0
440.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","181.0,264.0,160.0,135.0","114.0,103.0,53.0",80.0,100.0,100.0,0,0
440.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"63.0,280.0,353.0,134.0,208.0",NONE,125.0,100.0,0.0,0,3
440.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,27.0,NONE,25.0,20.0,0.0,4,3
440.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
440.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","83.0,118.0,163.0,103.0","35.0,25.0",80.0,100.0,100.0,0,0
440.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,104.0,NONE,25.0,20.0,0.0,4,3
440.0,pa_8_rev,NEG_E7,5,3,5,3,"easyBike_reverse2.1,easyBike_reverse3.0,easyBike_reverse3.1,easyBike_reverse2.0,easyBike_reverse4.1","easyBike_reverse4.0,easyBike_reverse2.3,easyBike_reverse3.3","298.0,243.0,292.0,241.0,283.0","237.0,208.0,189.0",125.0,100.0,100.0,0,0
441.0,pa_2,E0,4,3,4,3,"easyBike_forward4.0,easyBike_forward2.0,easyBike_forward1.0,easyBike_forward1.1","easyBike_forward2.1,easyBike_forward4.1,easyBike_forward1.2","343.0,350.0,346.0,298.0","290.0,269.0,246.0",80.0,100.0,100.0,0,0
441.0,pa_2_rev,NEG_E0,4,3,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,3
441.0,pa_3,E1,4,3,4,3,"easyBike_forward4.2,easyBike_forward1.3,easyBike_forward2.3,easyBike_forward1.4","eRickshaw_reverse4.0,easyBike_forward2.4,easyBike_forward4.3","85.0,91.0,68.0,41.0","12.0,7.0,4.0",80.0,100.0,100.0,0,0
441.0,pa_3_rev,NEG_E1,4,3,4,3,"easyBike_reverse1.2,easyBike_reverse1.0,eRickshaw_reverse1.0,easyBike_reverse1.1","eRickshaw_reverse2.0,easyBike_reverse1.4,easyBike_reverse1.3","182.0,265.0,161.0,136.0","115.0,104.0,54.0",80.0,100.0,100.0,0,0
441.0,pa_6,E5,5,3,5,0,"easyBike_forward3.4,easyBike_forward3.1,easyBike_forward3.0,easyBike_forward3.3,easyBike_forward3.2",NONE,"64.0,281.0,354.0,135.0,209.0",NONE,125.0,100.0,0.0,0,3
441.0,pa_6_rev,NEG_E5,5,3,1,0,eRickshaw_reverse3.1,NONE,28.0,NONE,25.0,20.0,0.0,4,3
441.0,pa_7,E6,4,2,0,0,NONE,NONE,NONE,NONE,0.0,0.0,0.0,4,2
441.0,pa_7_rev,NEG_E6,4,2,4,2,"easyBike_reverse3.5,easyBike_reverse2.5,eRickshaw_reverse3.0,easyBike_reverse4.4","easyBike_reverse3.6,easyBike_reverse2.7","84.0,119.0,164.0,104.0","36.0,26.0",80.0,100.0,100.0,0,0
441.0,pa_8,E7,5,3,1,0,eRickshaw_forward4.0,NONE,105.0,NONE,25.0,20.0,0.0,4,3
